SampleID,class,3-Hydroxybutyrate,3-Hydroxyisobutyrate,4-Hydroxybenzoate,ADP,AMP,ATP,Acetate,Alanine,Aspartate,Benzoate,Betaine,Cadaverine,Carnitine,Cholate,Choline,Creatine,Dimethylamine,Formate,Fumarate,Glucose,Glutamate,Glutamine,Glutathione,Glycerol,Glycine,Histidine,IMP,Inosine,Isoleucine,Lactate,Leucine,Lysine,Malate,Malonate,Methionine,NAD+,NADP+,Niacinamide,O-Acetylcarnitine,O-Phosphocholine,Ornithine,Oxypurinol,Phenylalanine,Pyruvate,Sarcosine,Succinate,Taurine,Trimethylamine,Tryptophan,Tyrosine,UDP-N-Acetylglucosamine,UDP-galactose,UDP-glucose,UMP,Uracil,Urea,Uridine,Valine,Xanthosine
6--5,Group_D,0.000558783,2.35E-05,1.52E-05,0.000461964,0.001344398,0.000149378,0.001551867,0.002437068,0.000608575,0.000210235,0.002414938,1.80E-05,0.000525588,8.85E-05,0.000598893,0.001533887,0.000193638,7.88E-05,7.33E-05,0.002766252,0.002218534,0.001798064,0.002362379,0.000308437,0.001356846,0.00055325,0.000163209,0.000488243,0.000246196,0.006427386,0.000471646,0.000477178,0.001136929,0.000102351,7.19E-05,0.000387275,0.000165975,0.000362379,0.000172891,0.004713693,0.00029184,0.003070539,0.000138313,6.64E-05,2.07E-05,0.000720609,0.008630705,5.53E-06,4.43E-05,0.000109267,0.000253112,0.000124481,0.000207469,0.000378976,4.56E-05,0.028565698,0.00033195,0.0005574,1.11E-05
6--6,Group_D,0.000601563,2.34E-05,0.00001875,0.000704688,0.001957813,0.000153125,0.000765625,0.002014063,0.000435938,0.000235938,0.0016625,0.000021875,0.00058125,2.34E-05,0.00045,0.002198438,0.000159375,0.00009375,0.000114063,0.005428125,0.000767188,0.00129375,0.00141875,0.000225,0.0013,0.000553125,0.000403125,0.000278125,0.000198438,0.010504688,0.0004,0.000321875,0.00101875,0.000114063,6.09E-05,0.0004,0.000160938,0.000378125,0.000264063,0.004415625,0.000204688,0.005107813,0.00011875,4.22E-05,0.000040625,0.000410938,0.015248438,0.000003125,0.000021875,9.53E-05,0.000314063,0.000167188,0.000259375,0.00081875,1.72E-05,0.021479688,0.000320313,0.000517188,4.69E-06
6--7,Group_D,0.00052161,2.38E-05,1.79E-05,0.00066617,0.002235469,0.000137109,0.001420268,0.001545455,0.00038003,0.00023845,0.001549925,1.34E-05,0.000624441,5.66E-05,0.000675112,0.002055142,0.000199702,8.20E-05,8.94E-05,0.003561848,0.000700447,0.000983607,0.001068554,0.000292101,0.001247392,0.00052161,0.000408346,0.000372578,0.000217586,0.007064083,0.000454545,0.000330849,0.000776453,0.000120715,5.96E-05,0.00047541,0.000172876,0.00038152,0.000242921,0.005131148,0.000216095,0.005278689,0.000123696,4.17E-05,5.96E-05,0.000241431,0.017456036,2.98E-06,2.09E-05,0.000108793,0.00028465,0.00018927,0.000360656,0.000770492,1.94E-05,0.020415797,0.000327869,0.000740686,0
6--8,Group_D,0.000525268,2.30E-05,1.53E-05,0.000612557,0.002154671,0.000128637,0.001315467,0.001618683,0.000679939,0.000269525,0.002686064,9.19E-06,0.000609495,3.22E-05,0.000387443,0.002189893,0.000173047,0.000134763,0.000119449,0.002433384,0.001411945,0.001376723,0.000880551,0.000137825,0.00107657,0.000759571,0.000185299,0.000303216,0.00032925,0.007258806,0.000574273,0.000565084,0.0007366,0.000136294,5.82E-05,0.000433384,0.000151608,0.000295559,0.000211332,0.005303216,0.000326187,0.004646248,0.000128637,5.36E-05,7.04E-05,0.000327718,0.015101072,3.06E-06,1.68E-05,0.000130168,0.000251149,0.000119449,0.000194487,0.000640123,8.58E-05,0.030427259,0.000215926,0.000856049,1.07E-05
6--10,Group_D,0.000458886,1.86E-05,1.72E-05,0.000860743,0.002480106,0.000168435,0.001197613,0.001375332,0.000437666,0.000212202,0.002058355,1.59E-05,0.000477454,1.99E-05,0.000401857,0.001962865,0.00015252,0.000145889,6.63E-05,0.00245756,0.000786472,0.001270557,0.001083554,0.000104775,0.001192308,0.000644562,0.000214854,0.000189655,0.000311671,0.003840849,0.000555703,0.000498674,0.000653846,0.000107427,7.96E-05,0.000523873,0.00019496,0.000314324,0.000238727,0.005722812,0.000297082,0.003534483,0.000119363,3.71E-05,5.17E-05,0.000392573,0.015356764,1.33E-06,3.98E-05,0.000128647,0.000350133,0.000108753,0.000299735,0.000828912,1.59E-05,0.030730769,0.000213528,0.000810345,9.28E-06
6--11,Group_D,0.000171157,4.60E-05,5.55E-05,0.000673534,0.001933439,0.000110935,0.000380349,0.002459588,0.000321712,0.000103011,0.001,3.01E-05,0.000348653,0.000291601,0.000278922,0.000299525,0.000120444,6.81E-05,3.17E-05,0.015472266,0.00062916,0.001508716,0.002082409,0.000412044,0.001675119,0.000286846,0.000328051,0.000272583,0.000158479,0.013435816,0.000301109,0.000229794,0.000711569,0.000144216,7.45E-05,0.000469097,0.000160063,0.000383518,0.000122029,0.001950872,0.000160063,0.005123613,7.13E-05,5.71E-05,7.77E-05,0.000415214,0.007131537,2.38E-05,3.17E-05,0.000120444,0.000290016,0.000152139,0.000530903,0.000499208,2.54E-05,0.013131537,0.000142631,0.000272583,9.51E-06
6--12,Group_D,0.000348438,4.22E-05,0.00005625,0.000660938,0.002276563,9.53E-05,0.000620313,0.001795313,0.000404688,0.00014375,0.000765625,0.000021875,0.00045,0.000075,0.000601563,0.001221875,0.000123438,0.000084375,0.00005625,0.004421875,0.000709375,0.001339063,0.001232813,0.000270313,0.001451563,0.00046875,0.00025,0.000189063,0.000239063,0.00600625,0.000439063,0.000392188,0.000565625,0.000135938,6.72E-05,0.000446875,0.000157813,0.00035625,0.000132813,0.004426563,0.000220313,0.0056375,0.000115625,0.000040625,4.84E-05,0.00026875,0.011404688,1.09E-05,0.0000375,0.000126563,0.000290625,0.000139063,0.000492188,0.00070625,2.97E-05,0.017048438,0.00028125,0.0006,0.00000625
6--13,Group_D,0.000273973,4.26E-05,4.87E-05,0.000570776,0.001844749,9.28E-05,0.000525114,0.001392694,0.000418569,0.00014003,0.000642314,1.37E-05,0.000350076,7.76E-05,0.000537291,0.001339422,0.000115677,8.22E-05,5.48E-05,0.003590563,0.000687976,0.001284627,0.001200913,0.00025723,0.001245053,0.00038965,0.000315068,0.00018417,0.000205479,0.005634703,0.00039726,0.000255708,0.000444444,0.00013242,5.63E-05,0.000348554,0.000111111,0.000273973,0.000149163,0.00356621,0.000188737,0.004523592,0.000101979,3.96E-05,4.72E-05,0.000123288,0.01017656,9.13E-06,3.65E-05,0.00013242,0.000272451,0.000135464,0.000455099,0.000631659,3.65E-05,0.013255708,0.000208524,0.000544901,6.09E-06
6--14,Group_D,0.000462903,3.39E-05,6.29E-05,0.000662903,0.001972581,9.84E-05,0.000614516,0.0011,0.000437097,0.000169355,0.000779032,2.26E-05,0.00045,5.65E-05,0.000556452,0.001732258,0.000124194,8.71E-05,5.65E-05,0.002653226,0.000779032,0.001419355,0.000853226,0.000272581,0.001282258,0.000462903,0.000330645,0.000145161,0.000229032,0.003677419,0.000420968,0.000293548,0.000519355,0.000140323,5.65E-05,0.000403226,0.00015,0.000275806,0.000158065,0.00486129,0.000208065,0.005141935,0.000104839,3.87E-05,2.74E-05,0.000209677,0.011914516,3.23E-06,3.87E-05,0.000112903,0.000285484,0.000114516,0.000404839,0.000698387,4.03E-05,0.021280645,0.000220968,0.000627419,6.45E-06
6--15,Group_D,0.000316393,3.28E-05,5.74E-05,0.000739344,0.00167541,6.39E-05,0.00062459,0.001457377,0.000444262,0.00027541,0.000886885,1.97E-05,0.000331148,4.75E-05,0.00025082,0.001760656,0.000121311,7.05E-05,7.87E-05,0.003781967,0.000944262,0.001778689,0.001290164,0.000186885,0.001022951,0.000477049,0.000240984,0.00014918,0.000231148,0.005168852,0.000378689,0.00032459,0.000896721,0.000142623,5.74E-05,0.000454098,0.000165574,0.000240984,0.00022623,0.004796721,0.000178689,0.004259016,9.02E-05,3.93E-05,2.13E-05,0.000236066,0.010767213,3.28E-06,2.30E-05,8.69E-05,0.00032623,0.000116393,0.000429508,0.000793443,4.10E-05,0.021091803,0.000172131,0.000542623,6.56E-06
6--16,Group_D,0.000233918,2.92E-05,4.97E-05,0.000625731,0.001421053,5.85E-05,0.000557018,0.001940058,0.000415205,0.000125731,0.000587719,2.49E-05,0.000461988,6.14E-05,0.000397661,0.00105848,0.000108187,6.29E-05,5.56E-05,0.003701754,0.000931287,0.001912281,0.001179825,0.000188596,0.00120614,0.000346491,0.000289474,0.000133041,0.000135965,0.006273392,0.000273392,0.000280702,0.000916667,0.000102339,6.43E-05,0.000483918,0.000147661,0.000263158,0.000171053,0.004277778,0.000124269,0.004323099,7.46E-05,4.24E-05,1.90E-05,0.000210526,0.010741228,2.92E-06,2.05E-05,5.56E-05,0.00030848,0.000103801,0.000340643,0.000590643,2.05E-05,0.010302632,0.000241228,0.000331871,5.85E-06
6--17,Group_D,0.000263158,3.19E-05,6.06E-05,0.000602871,0.001223285,5.74E-05,0.000421053,0.001795853,0.000419458,0.000114833,0.000917065,2.55E-05,0.000489633,7.02E-05,0.000355662,0.001346093,0.000111643,6.86E-05,7.50E-05,0.004143541,0.000859649,0.001821372,0.001483254,0.000205742,0.001100478,0.000331738,0.000242424,0.000173844,0.000137161,0.006700159,0.000250399,0.000196172,0.000985646,0.000105263,5.58E-05,0.000389155,0.000143541,0.000266348,0.000199362,0.004539075,0.00015949,0.004266348,8.13E-05,4.15E-05,2.07E-05,0.000186603,0.008385965,9.57E-06,3.35E-05,7.02E-05,0.000293461,0.000103668,0.000314195,0.000586922,2.23E-05,0.020599681,0.000226475,0.000304625,6.38E-06
6--18,Group_D,0.000250358,3.72E-05,5.15E-05,0.000595136,0.001170243,7.73E-05,0.000436338,0.002281831,0.00039628,0.000123033,0.000822604,3.00E-05,0.000555079,8.58E-05,0.000354793,0.001074392,0.000100143,6.15E-05,7.73E-05,0.005776824,0.00095279,0.001633763,0.002,0.000158798,0.001237482,0.000327611,0.000228898,0.000224607,0.000141631,0.008474964,0.000276109,0.000300429,0.001237482,9.30E-05,4.72E-05,0.000377682,0.000147353,0.00030186,0.000188841,0.004985694,0.00016309,0.004194564,7.58E-05,3.72E-05,2.58E-05,0.000257511,0.007522175,1.43E-05,3.86E-05,7.01E-05,0.000323319,9.59E-05,0.000286123,0.000547926,2.00E-05,0.015749642,0.000281831,0.000377682,5.72E-06
6--19,Group_D,0.000285008,4.28E-05,6.10E-05,0.000711697,0.001443163,7.58E-05,0.000502471,0.002555189,0.000433278,0.000131796,0.000591433,3.13E-05,0.0005486,0.000125206,0.000390445,0.001650741,0.000120264,7.74E-05,8.90E-05,0.006998353,0.000853377,0.001764415,0.001912685,0.000281713,0.001308072,0.000365733,0.000372323,0.000214168,0.000143328,0.010383855,0.000281713,0.000270181,0.001230643,8.90E-05,6.26E-05,0.000439868,0.000158155,0.000341021,0.000205931,0.005108731,0.000199341,0.004126853,8.40E-05,5.93E-05,2.97E-05,0.000247117,0.010085667,1.98E-05,4.28E-05,7.58E-05,0.000327842,0.000110379,0.000377265,0.000607908,2.31E-05,0.019164745,0.000289951,0.000375618,6.59E-06
6--20,Group_D,0.000388715,3.61E-05,6.11E-05,0.000336991,0.001431034,0.000117555,0.000445141,0.00239185,0.000666144,0.000137931,0.000979624,9.40E-06,0.000396552,0.0005,0.000512539,0.001755486,0.000109718,7.37E-05,7.21E-05,0.003180251,0.001214734,0.00207837,0.001688088,0.000612853,0.001974922,0.000438871,0.000211599,0.000213166,0.00018652,0.00987931,0.000363636,0.000302508,0.001210031,5.02E-05,5.33E-05,0.000426332,9.40E-05,0.000278997,0.000144201,0.003183386,0.00018652,0.003899687,8.46E-05,6.43E-05,1.41E-05,0.000208464,0.009045455,1.41E-05,5.96E-05,0.000173981,0.000369906,0.000105016,0.000335423,0.000525078,5.80E-05,0.019594044,0.00034953,0.000467085,6.27E-06
